藏,子分类,书名,档位,页数,题材,朝代
史藏,志存记录,过庭录,故事性,3,笔记小说,宋
史藏,志存记录,过眼录,故事性,9,笔记小说,清
史藏,志存记录,近代名人轶事录,故事性,3,笔记小说,民国
史藏,志存记录,还冤记,故事性,1,文言小说,魏晋南北朝
史藏,志存记录,道山清话,故事性,2,笔记小说,宋
史藏,志存记录,遵闻录,故事性,1,笔记小说,明
史藏,志存记录,邵氏闻见前录,故事性,3,笔记小说,宋
史藏,志存记录,邵氏闻见后录,故事性,6,笔记小说,宋
史藏,志存记录,邵氏闻见录,故事性,8,笔记小说,宋
史藏,志存记录,郎潜纪闻三笔,故事性,9,笔记小说,清
史藏,志存记录,郎潜纪闻二笔,故事性,14,笔记小说,清
史藏,志存记录,郎潜纪闻初笔,故事性,15,笔记小说,清
史藏,志存记录,醉翁谈录,故事性,3,话本拟话本,宋
史藏,志存记录,野记,故事性,9,笔记小说,明
史藏,志存记录,金台纪闻,故事性,1,笔记小说,明
史藏,志存记录,金陵琐事,故事性,22,笔记小说,明
史藏,志存记录,鉴诫录,故事性,3,笔记小说,五代
史藏,志存记录,钱塘遗事,故事性,6,历史纪事,元
史藏,志存记录,钱氏私志,故事性,1,笔记小说,宋
史藏,志存记录,闻见近录,故事性,1,笔记小说,宋
史藏,志存记录,阅世编,故事性,7,笔记小说,清
史藏,志存记录,阳秋剩笔,故事性,1,笔记小说,明
史藏,志存记录,陶庐杂录,故事性,8,笔记小说,清
史藏,志存记录,陶庵梦忆,故事性,5,笔记小说,明
史藏,志存记录,隋唐嘉话,故事性,6,笔记小说,隋唐
史藏,志存记录,隋遗录,故事性,1,文言小说,隋唐
史藏,志存记录,随手杂录,故事性,1,笔记小说,宋
史藏,志存记录,随隐漫录,故事性,3,笔记小说,宋
史藏,志存记录,震泽纪闻,故事性,1,笔记小说,明
史藏,志存记录,靖康缃素杂记,故事性,5,笔记小说,宋
史藏,志存记录,靖海纪略,故事性,5,历史纪事,清
史藏,志存记录,靖难功臣录,故事性,1,历史纪事,明
史藏,志存记录,革除逸史,故事性,2,历史纪事,明
史藏,志存记录,革除遗事,故事性,6,历史纪事,明
史藏,志存记录,韩忠献公遗事,故事性,2,人物传记,宋
史藏,志存记录,风倒梧桐记,故事性,2,笔记小说,明
史藏,志存记录,馥芬居日记,故事性,2,笔记小说,清
史藏,志存记录,魂南记,故事性,2,历史纪事,明
史藏,志存记录,鲲瀛日记,故事性,3,笔记小说,清
史藏,志存记录,鸦片事略,故事性,5,历史纪事,清
史藏,志存记录,鹿樵纪闻,故事性,10,历史纪事,清
史藏,志存记录,麈史,故事性,9,笔记小说,宋
史藏,志存记录,默记,故事性,3,笔记小说,宋
史藏,志存记录,龙川别志,故事性,2,笔记小说,宋
史藏,志存记录,龙飞录,故事性,1,历史纪事,明
史藏,正史,史记,故事性,61,历史纪事,汉
史藏,正史,史记四库,故事性,76,历史纪事,汉
史藏,职官,明镜公案,故事性,6,话本拟话本,明
史藏,职官,鼎镌国朝名公神断详刑公案,故事性,5,话本拟话本,明
史藏,载记,吴越春秋,故事性,1,历史纪事,汉
史藏,载记,越绝书,故事性,8,历史纪事,汉
子藏,兵家,诸葛亮集,艺术文学,9,散文文集,魏晋南北朝
子藏,笔记,丁香花,故事性,1,笔记小说,清
子藏,笔记,万柳溪边旧话,故事性,1,笔记小说,元
子藏,笔记,三异笔谈,故事性,2,文言小说,清
子藏,笔记,三水小牍,故事性,3,文言小说,隋唐
子藏,笔记,世说新语,故事性,11,笔记小说,魏晋南北朝
子藏,笔记,东南纪闻,故事性,2,笔记小说,宋
子藏,笔记,东原录,故事性,2,笔记小说,宋
子藏,笔记,东坡志林,故事性,11,笔记小说,宋
子藏,笔记,东山杂记,故事性,5,笔记小说,清
子藏,笔记,东斋记事,故事性,2,笔记小说,宋
子藏,笔记,东轩笔录,故事性,5,笔记小说,宋
子藏,笔记,东阳夜怪录,故事性,1,文言小说,隋唐
子藏,笔记,严复集,艺术文学,7,散文文集,清
子藏,笔记,中朝故事,故事性,1,笔记小说,五代
子藏,笔记,丽情集,故事性,1,文言小说,宋
子藏,笔记,义盗记,故事性,1,文言小说,明
子藏,笔记,乐郊私语,故事性,1,笔记小说,元
子藏,笔记,书斋夜话,故事性,2,笔记小说,宋
子藏,笔记,事实类苑,故事性,43,笔记小说,宋
子藏,笔记,二酉委谭摘录,故事性,1,笔记小说,明
子藏,笔记,二酉缀遗,故事性,3,笔记小说,明
子藏,笔记,云仙杂记,故事性,10,笔记小说,隋唐
子藏,笔记,云溪友议,故事性,3,笔记小说,隋唐
子藏,笔记,云谿友议,故事性,3,笔记小说,隋唐
子藏,笔记,五总志,故事性,2,笔记小说,宋
子藏,笔记,仇池笔记,故事性,8,笔记小说,宋
子藏,笔记,仙杂记,故事性,10,文言小说,隋唐
子藏,笔记,任光禄竹溪记,艺术文学,1,散文,明
子藏,笔记,优语录,故事性,1,笔记小说,宋
子藏,笔记,会昌解颐录,故事性,1,文言小说,隋唐
子藏,笔记,何氏语林,故事性,30,笔记小说,明
子藏,笔记,佩韦斋辑闻,故事性,2,笔记小说,宋
子藏,笔记,侯鲭录,故事性,5,笔记小说,宋
子藏,笔记,俗说,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,俳谐文辑佚,艺术文学,1,散文,历代汇编
子藏,笔记,儒林公议,故事性,2,笔记小说,宋
子藏,笔记,先拨志始,故事性,14,历史纪事,明
子藏,笔记,先进遗风,故事性,3,笔记小说,明
子藏,笔记,公冶长听鸟语纲常,故事性,1,神话寓言,明
子藏,笔记,公门果报录,故事性,2,佛教故事,清
子藏,笔记,典论,艺术文学,2,文学批评,魏晋南北朝
子藏,笔记,养疴漫笔,故事性,1,笔记小说,宋
子藏,笔记,冥寥子游,故事性,1,文言小说,明
子藏,笔记,冥报记,故事性,1,佛教故事,隋唐
子藏,笔记,冥祥记,故事性,2,佛教故事,魏晋南北朝
子藏,笔记,冥通记,故事性,1,文言小说,魏晋南北朝
子藏,笔记,冷斋夜话,故事性,9,笔记小说,宋
子藏,笔记,出劫纪略,故事性,2,历史纪事,清
子藏,笔记,分甘余话,故事性,6,笔记小说,清
子藏,笔记,分门古今类事,故事性,54,笔记小说,宋
子藏,笔记,列异传,故事性,2,文言小说,魏晋南北朝
子藏,笔记,刘宾客嘉话录,故事性,4,笔记小说,隋唐
子藏,笔记,制府杂录,故事性,1,笔记小说,清
子藏,笔记,前定录,故事性,2,文言小说,隋唐
子藏,笔记,剧谈录,故事性,2,文言小说,隋唐
子藏,笔记,剪灯余话,故事性,23,文言小说,明
子藏,笔记,剪灯新话,故事性,5,文言小说,明
子藏,笔记,剪胜野闻,故事性,1,笔记小说,明
子藏,笔记,勤有堂随录,故事性,1,笔记小说,元
子藏,笔记,北梦琐言,故事性,10,笔记小说,五代
子藏,笔记,北窗炙輠录,故事性,4,笔记小说,宋
子藏,笔记,北窗琐语,故事性,2,笔记小说,明
子藏,笔记,北轩笔记,故事性,1,笔记小说,元
子藏,笔记,十叶野闻,故事性,5,笔记小说,清
子藏,笔记,半村野人闲谈,故事性,2,笔记小说,明
子藏,笔记,南唐近事,故事性,2,笔记小说,宋
子藏,笔记,南园漫录,故事性,6,笔记小说,明
子藏,笔记,南楚新闻,故事性,1,文言小说,隋唐
子藏,笔记,南窗漫记引,故事性,1,笔记小说,明
子藏,笔记,南窗记谈,故事性,1,笔记小说,宋
子藏,笔记,南部新书,故事性,10,笔记小说,宋
子藏,笔记,博异记,故事性,1,文言小说,隋唐
子藏,笔记,博物志,故事性,6,文言小说,魏晋南北朝
子藏,笔记,却扫编,故事性,3,笔记小说,宋
子藏,笔记,历代崇道记,故事性,1,笔记小说,隋唐
子藏,笔记,原李耳载,故事性,4,笔记小说,明
子藏,笔记,县笥琐探摘抄,故事性,2,笔记小说,明
子藏,笔记,友会谈丛,故事性,1,笔记小说,宋
子藏,笔记,双卿笔记,故事性,2,文言小说,清
子藏,笔记,双槐岁钞,故事性,7,笔记小说,明
子藏,笔记,古今奇闻类纪,故事性,4,文言小说,明
子藏,笔记,古今说海,故事性,59,笔记小说,明
子藏,笔记,古夫于亭杂录,故事性,8,笔记小说,清
子藏,笔记,古杭杂记,故事性,1,笔记小说,元
子藏,笔记,只麈谭,故事性,2,笔记小说,明
子藏,笔记,右台仙馆笔记,故事性,12,文言小说,清
子藏,笔记,同昌公主外传,故事性,1,文言小说,隋唐
子藏,笔记,后山谈丛,故事性,13,笔记小说,宋
子藏,笔记,吕氏杂记,故事性,2,笔记小说,宋
子藏,笔记,君子堂日询手镜,故事性,1,笔记小说,明
子藏,笔记,启颜录,故事性,2,笔记小说,隋唐
子藏,笔记,吴中往哲记,故事性,1,人物传记,明
子藏,笔记,吴中故语,故事性,1,笔记小说,明
子藏,笔记,吴乘窃笔,故事性,2,笔记小说,明
子藏,笔记,唐国史补,故事性,5,笔记小说,隋唐
子藏,笔记,唐摭言,故事性,12,笔记小说,五代
子藏,笔记,唐新语,故事性,6,笔记小说,隋唐
子藏,笔记,唐语林,故事性,12,笔记小说,宋
子藏,笔记,唐阙史,故事性,3,文言小说,隋唐
子藏,笔记,嘉祐杂志,故事性,8,笔记小说,宋
子藏,笔记,四友斋丛说,故事性,26,笔记小说,明
子藏,笔记,四朝闻见录,故事性,8,笔记小说,宋
子藏,笔记,因话录,故事性,2,笔记小说,隋唐
子藏,笔记,国老谈苑,故事性,2,笔记小说,宋
子藏,笔记,国色天香,故事性,30,文言小说,明
子藏,笔记,国雅品,艺术文学,4,文学批评,明
子藏,笔记,在园杂志,故事性,11,笔记小说,清
子藏,笔记,坚瓠集,故事性,213,笔记小说,清
子藏,笔记,埋忧续集,故事性,3,文言小说,清
子藏,笔记,埋忧集,故事性,20,文言小说,清
子藏,笔记,埋愁室丛话,故事性,1,笔记小说,清
子藏,笔记,墨客挥犀,故事性,4,笔记小说,宋
子藏,笔记,墨庄漫录,故事性,5,笔记小说,宋
子藏,笔记,夜谭随录,故事性,17,文言小说,清
子藏,笔记,夜雨秋灯录,故事性,5,文言小说,清
子藏,笔记,大唐传载,故事性,2,笔记小说,隋唐
子藏,笔记,大唐新语,故事性,10,笔记小说,隋唐
子藏,笔记,天史,故事性,9,笔记小说,明
子藏,笔记,天妃显圣录,故事性,8,神话寓言,清
子藏,笔记,太平广记,故事性,228,文言小说,宋
子藏,笔记,夷坚志,故事性,21,文言小说,宋
子藏,笔记,夷坚志全集,故事性,36,文言小说,宋
子藏,笔记,奇女子传,故事性,8,人物传记,清
子藏,笔记,奇闻类记,故事性,4,文言小说,明
子藏,笔记,妒记,故事性,1,文言小说,魏晋南北朝
子藏,笔记,孀妹殊遇,故事性,1,文言小说,清
子藏,笔记,子不语,故事性,46,文言小说,清
子藏,笔记,孔氏志怪,故事性,1,文言小说,魏晋南北朝
子藏,笔记,孙公谈圃,故事性,2,笔记小说,宋
子藏,笔记,宋艳,故事性,14,文言小说,清
子藏,笔记,宜斋野乘,故事性,2,笔记小说,宋
子藏,笔记,客座偶谈,故事性,2,笔记小说,清
子藏,笔记,客座赘语,故事性,20,笔记小说,明
子藏,笔记,客窗闲话,故事性,15,笔记小说,清
子藏,笔记,客窗闲话续集,故事性,3,笔记小说,清
子藏,笔记,宣室志,故事性,6,笔记小说,隋唐
子藏,笔记,宣验记,故事性,1,佛教故事,魏晋南北朝
子藏,笔记,寄园寄所寄,故事性,62,笔记小说,清
子藏,笔记,对山余墨,故事性,2,笔记小说,清
子藏,笔记,封氏闻见记,故事性,5,笔记小说,隋唐
子藏,笔记,小窗幽记,艺术文学,21,散文文集,明
子藏,笔记,小窗自记,艺术文学,8,散文文集,明
子藏,笔记,小螺庵病榻忆语,故事性,1,笔记小说,清
子藏,笔记,小豆棚,故事性,18,笔记小说,清
子藏,笔记,尚书故实,故事性,1,笔记小说,隋唐
子藏,笔记,尧山堂外纪,故事性,62,笔记小说,明
子藏,笔记,履园丛话,故事性,45,笔记小说,清
子藏,笔记,山公九原,故事性,1,笔记小说,明
子藏,笔记,山居新话,故事性,3,笔记小说,元
子藏,笔记,山水小牍,故事性,2,笔记小说,隋唐
子藏,笔记,山海经,故事性,9,神话寓言,先秦
子藏,笔记,岚斋集,故事性,1,笔记小说,隋唐
子藏,笔记,岭南摭怪,故事性,3,神话寓言,元
子藏,笔记,巢林笔谈,故事性,11,笔记小说,清
子藏,笔记,巢林笔谈续编,故事性,5,笔记小说,清
子藏,笔记,师友谈记,故事性,1,笔记小说,宋
子藏,笔记,幽明录,故事性,3,笔记小说,魏晋南北朝
子藏,笔记,幽梦影,艺术文学,6,散文文集,清
子藏,笔记,幽闲鼓吹,故事性,1,笔记小说,隋唐
子藏,笔记,广客谈,故事性,1,笔记小说,元
子藏,笔记,广异记,故事性,7,笔记小说,隋唐
子藏,笔记,广陵妖乱志,故事性,1,笔记小说,隋唐
子藏,笔记,庚巳编,故事性,12,笔记小说,明
子藏,笔记,庸闲斋笔记,故事性,9,笔记小说,清
子藏,笔记,开元天宝遗事,故事性,4,笔记小说,五代
子藏,笔记,开天传信记,故事性,1,笔记小说,隋唐
子藏,笔记,异苑,故事性,5,笔记小说,魏晋南北朝
子藏,笔记,异辞录,故事性,8,笔记小说,清
子藏,笔记,异闻总录,故事性,2,笔记小说,宋
子藏,笔记,异闻杂录,故事性,3,笔记小说,清
子藏,笔记,异闻记,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,张太史明道杂志,故事性,1,笔记小说,宋
子藏,笔记,张氏可书,故事性,1,笔记小说,宋
子藏,笔记,弢园文录外编,艺术文学,5,散文文集,清
子藏,笔记,归潜志,故事性,5,笔记小说,辽金
子藏,笔记,归田录,故事性,2,笔记小说,宋
子藏,笔记,归田琐记,故事性,14,笔记小说,清
子藏,笔记,录异传,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,御制广寒殿记,故事性,1,笔记小说,明
子藏,笔记,御制纪梦 ,故事性,1,笔记小说,明
子藏,笔记,志怪,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,志怪录,故事性,3,笔记小说,魏晋南北朝
子藏,笔记,快园道古,故事性,9,笔记小说,明
子藏,笔记,思无邪小记,故事性,6,笔记小说,清
子藏,笔记,悔逸斋笔乘,故事性,3,笔记小说,清
子藏,笔记,情史,故事性,74,笔记小说,明
子藏,笔记,戎幕闲谈,故事性,1,笔记小说,隋唐
子藏,笔记,戒庵老人漫笔,故事性,26,笔记小说,明
子藏,笔记,抒情集,艺术文学,1,散文文集,清
子藏,笔记,投辖录,故事性,3,笔记小说,宋
子藏,笔记,括异志,故事性,4,笔记小说,宋
子藏,笔记,拾遗录,故事性,4,笔记小说,魏晋南北朝
子藏,笔记,拾遗记,故事性,4,笔记小说,魏晋南北朝
子藏,笔记,挥麈录,故事性,8,笔记小说,宋
子藏,笔记,搜神后记,故事性,2,笔记小说,魏晋南北朝
子藏,笔记,搜神秘览,故事性,4,笔记小说,宋
子藏,笔记,搜神记,故事性,6,笔记小说,魏晋南北朝
子藏,笔记,搜神记句道兴本,故事性,1,笔记小说,隋唐
子藏,笔记,故宫漫载,故事性,1,笔记小说,民国
子藏,笔记,教坊记,故事性,1,笔记小说,隋唐
子藏,笔记,断袖篇,故事性,2,笔记小说,明
子藏,笔记,新世说,故事性,24,笔记小说,民国
子藏,笔记,方洲杂言,故事性,1,笔记小说,明
子藏,笔记,旌异记,故事性,1,佛教故事,魏晋南北朝
子藏,笔记,日闻录,故事性,1,笔记小说,元
子藏,笔记,明皇杂录,故事性,1,笔记小说,隋唐
子藏,笔记,明语林,故事性,11,笔记小说,清
子藏,笔记,春冰室野乘,故事性,8,笔记小说,清
子藏,笔记,春明退朝录,故事性,3,笔记小说,宋
子藏,笔记,春梦录,故事性,1,文言小说,元
子藏,笔记,春渚纪闻,故事性,5,笔记小说,宋
子藏,笔记,智囊全集,故事性,10,笔记小说,明
子藏,笔记,曲洧旧闻,故事性,5,笔记小说,宋
子藏,笔记,朝野佥载,故事性,5,笔记小说,隋唐
子藏,笔记,机警,故事性,1,笔记小说,明
子藏,笔记,杌近志,故事性,2,笔记小说,明
子藏,笔记,李娃传,故事性,1,文言小说,隋唐
子藏,笔记,李文忠公事略,故事性,18,人物传记,清
子藏,笔记,杜阳杂编,故事性,3,笔记小说,隋唐
子藏,笔记,杨太真外传,故事性,1,文言小说,宋
子藏,笔记,杨文公谈苑,故事性,19,笔记小说,宋
子藏,笔记,松窗杂录,故事性,1,笔记小说,隋唐
子藏,笔记,板桥杂记,故事性,3,笔记小说,清
子藏,笔记,林灵素传,故事性,1,人物传记,宋
子藏,笔记,枫窗小牍,故事性,1,笔记小说,宋
子藏,笔记,柳氏传,故事性,1,文言小说,隋唐
子藏,笔记,桂苑丛谈,故事性,1,笔记小说,隋唐
子藏,笔记,桯史,故事性,3,笔记小说,宋
子藏,笔记,梁启超文集,艺术文学,53,散文文集,清
子藏,笔记,梅花草堂笔谈,艺术文学,41,散文文集,明
子藏,笔记,梼杌近志,故事性,2,笔记小说,明
子藏,笔记,次柳氏旧闻,故事性,1,笔记小说,隋唐
子藏,笔记,殷芸小说,故事性,4,笔记小说,魏晋南北朝
子藏,笔记,水东日记,故事性,17,笔记小说,明
子藏,笔记,汉宫春色,故事性,1,文言小说,不详
子藏,笔记,汉武帝内传,故事性,1,文言小说,魏晋南北朝
子藏,笔记,汉武故事,故事性,1,文言小说,魏晋南北朝
子藏,笔记,江淮异人录,故事性,2,笔记小说,宋
子藏,笔记,江邻幾杂志,故事性,8,笔记小说,宋
子藏,笔记,池北偶谈,故事性,33,笔记小说,清
子藏,笔记,泊宅编,故事性,5,笔记小说,宋
子藏,笔记,泾林续记,故事性,1,笔记小说,明
子藏,笔记,洛阳搢绅旧闻记,故事性,2,笔记小说,宋
子藏,笔记,洞冥记,故事性,2,笔记小说,魏晋南北朝
子藏,笔记,浪迹三谈,故事性,8,笔记小说,清
子藏,笔记,浪迹丛谈,故事性,12,笔记小说,清
子藏,笔记,浪迹续谈,故事性,9,笔记小说,清
子藏,笔记,浮生六记,故事性,2,散文文集,清
子藏,笔记,海内十洲记,故事性,1,神话寓言,魏晋南北朝
子藏,笔记,海陬冶游录,故事性,2,笔记小说,清
子藏,笔记,涉异志,故事性,2,笔记小说,宋
子藏,笔记,涌幢小品,故事性,56,笔记小说,明
子藏,笔记,涑水记闻,故事性,7,笔记小说,宋
子藏,笔记,深雪偶谈,艺术文学,1,文学批评,宋
子藏,笔记,清异录,故事性,29,笔记小说,宋
子藏,笔记,清波杂志,故事性,7,笔记小说,宋
子藏,笔记,渑水燕谈录,故事性,5,笔记小说,宋
子藏,笔记,渔樵闲话录,故事性,1,笔记小说,宋
子藏,笔记,温公琐语,故事性,1,笔记小说,宋
子藏,笔记,游仙窟,故事性,3,文言小说,隋唐
子藏,笔记,游宦纪闻,故事性,3,笔记小说,宋
子藏,笔记,湖山叙游,故事性,1,笔记小说,清
子藏,笔记,湘山野录,故事性,3,笔记小说,宋
子藏,笔记,湘烟小录,故事性,8,笔记小说,清
子藏,笔记,溪山余话,故事性,1,笔记小说,明
子藏,笔记,满清外史,故事性,5,历史纪事,民国
子藏,笔记,漱华随笔,故事性,3,笔记小说,清
子藏,笔记,潮嘉风月,故事性,1,笔记小说,清
子藏,笔记,灵应传,故事性,1,文言小说,隋唐
子藏,笔记,灵鬼志,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,炀帝开河记,故事性,1,文言小说,隋唐
子藏,笔记,炀帝迷楼记,故事性,1,文言小说,隋唐
子藏,笔记,燕台花事录,故事性,1,笔记小说,清
子藏,笔记,燕子春秋,故事性,3,笔记小说,清
子藏,笔记,燕山外史,故事性,2,文言小说,清
子藏,笔记,燕闲录,故事性,1,笔记小说,明
子藏,笔记,物犹如此,故事性,18,笔记小说,清
子藏,笔记,独异志,故事性,5,笔记小说,隋唐
子藏,笔记,独醒杂志,故事性,4,笔记小说,宋
子藏,笔记,献帝春秋,故事性,1,历史纪事,魏晋南北朝
子藏,笔记,玄中记,故事性,1,神话寓言,魏晋南北朝
子藏,笔记,玄怪录,故事性,5,笔记小说,隋唐
子藏,笔记,玉堂丛语,故事性,11,笔记小说,明
子藏,笔记,玉堂嘉话,故事性,5,笔记小说,元
子藏,笔记,玉堂闲话,故事性,4,笔记小说,五代
子藏,笔记,玉壶野史,故事性,5,笔记小说,宋
子藏,笔记,玉泉子,故事性,1,笔记小说,隋唐
子藏,笔记,玉照新志,故事性,3,笔记小说,宋
子藏,笔记,玉芝堂谈荟,故事性,23,笔记小说,明
子藏,笔记,王文正笔录,故事性,1,笔记小说,宋
子藏,笔记,王氏谈录,故事性,3,笔记小说,宋
子藏,笔记,王氏谈録,故事性,6,笔记小说,宋
子藏,笔记,王阳明靖乱录,故事性,15,历史纪事,明
子藏,笔记,珍席放谈,故事性,2,笔记小说,宋
子藏,笔记,珍珠船,故事性,9,笔记小说,明
子藏,笔记,珠江名花小传,故事性,1,笔记小说,清
子藏,笔记,琅嬛记,故事性,3,笔记小说,元
子藏,笔记,琅琊漫抄,故事性,1,笔记小说,明
子藏,笔记,甄异传,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,甘泽谣,故事性,2,笔记小说,隋唐
子藏,笔记,甘疯子传,故事性,1,人物传记,清
子藏,笔记,甲申杂记,故事性,1,笔记小说,宋
子藏,笔记,甲申闻见二录补遗,故事性,1,历史纪事,清
子藏,笔记,画墁录,故事性,3,笔记小说,宋
子藏,笔记,画禅室随笔,艺术文学,7,书画艺术,明
子藏,笔记,番禺杂记,故事性,1,笔记小说,宋
子藏,笔记,癸辛杂识,故事性,12,笔记小说,宋
子藏,笔记,益智录,故事性,22,笔记小说,清
子藏,笔记,睽车志,故事性,2,笔记小说,宋
子藏,笔记,石屋余渖,故事性,12,笔记小说,民国
子藏,笔记,石屋续渖,故事性,5,笔记小说,民国
子藏,笔记,石林燕语,故事性,6,笔记小说,宋
子藏,笔记,研北杂志,故事性,9,笔记小说,元
子藏,笔记,碧云騢,故事性,1,笔记小说,宋
子藏,笔记,祐山杂说,故事性,2,笔记小说,明
子藏,笔记,神异经,故事性,1,神话寓言,魏晋南北朝
子藏,笔记,秋灯琐忆,故事性,1,散文文集,清
子藏,笔记,秦鬟楼谈录,故事性,1,笔记小说,清
子藏,笔记,稽神录,故事性,10,笔记小说,宋
子藏,笔记,穆天子传,故事性,1,神话寓言,先秦
子藏,笔记,窥天外乘,故事性,1,笔记小说,明
子藏,笔记,竹西花事小录,故事性,2,笔记小说,清
子藏,笔记,竹间十日话,故事性,4,笔记小说,民国
子藏,笔记,竹间续话,故事性,5,笔记小说,民国
子藏,笔记,笔梦叙,故事性,1,笔记小说,清
子藏,笔记,笔记,故事性,4,笔记小说,不详
子藏,笔记,笔记-明-陈继儒,故事性,6,笔记小说,明
子藏,笔记,筠廊二笔,故事性,2,笔记小说,清
子藏,笔记,筠廊偶笔,故事性,4,笔记小说,清
子藏,笔记,类说,故事性,176,笔记小说,宋
子藏,笔记,红楼余梦,故事性,1,文言小说,清
子藏,笔记,绀珠集,故事性,54,笔记小说,宋
子藏,笔记,绝命辞,艺术文学,1,散文文集,不详
子藏,笔记,续世说,故事性,12,笔记小说,宋
子藏,笔记,续仙传,故事性,2,笔记小说,五代
子藏,笔记,续墨客挥犀,故事性,4,笔记小说,宋
子藏,笔记,续夷坚志,故事性,5,笔记小说,辽金
子藏,笔记,续子不语,故事性,14,笔记小说,清
子藏,笔记,续异记,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,续湘山野录,故事性,3,笔记小说,宋
子藏,笔记,续齐谐记,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,绿珠传,故事性,1,文言小说,宋
子藏,笔记,网庐漫墨,故事性,1,笔记小说,民国
子藏,笔记,群居解颐,故事性,1,笔记小说,隋唐
子藏,笔记,老学庵笔记,故事性,7,笔记小说,宋
子藏,笔记,耄余杂识,故事性,2,笔记小说,明
子藏,笔记,耆旧续闻,故事性,3,笔记小说,宋
子藏,笔记,耳书鲊话,故事性,5,笔记小说,清
子藏,笔记,耳新,故事性,5,笔记小说,明
子藏,笔记,耳目记,故事性,1,笔记小说,隋唐
子藏,笔记,耳谈,故事性,26,笔记小说,明
子藏,笔记,耳食录,故事性,18,笔记小说,清
子藏,笔记,能改斋漫录,故事性,29,笔记小说,宋
子藏,笔记,艳异编,故事性,67,笔记小说,明
子藏,笔记,艾子杂说,故事性,1,神话寓言,宋
子藏,笔记,芙蓉镜寓言,故事性,18,神话寓言,清
子藏,笔记,芦浦笔记,故事性,4,笔记小说,宋
子藏,笔记,花底拾遗,故事性,1,笔记小说,隋唐
子藏,笔记,花月尺牍,艺术文学,5,散文文集,清
子藏,笔记,花烛闲谈,故事性,1,笔记小说,清
子藏,笔记,花里活,故事性,4,笔记小说,清
子藏,笔记,苇航纪谈,故事性,1,笔记小说,宋
子藏,笔记,苌楚斋三笔,故事性,12,笔记小说,民国
子藏,笔记,苌楚斋五笔,故事性,10,笔记小说,民国
子藏,笔记,苌楚斋四笔,故事性,10,笔记小说,民国
子藏,笔记,苌楚斋续笔,故事性,19,笔记小说,民国
子藏,笔记,苌楚斋随笔,故事性,12,笔记小说,民国
子藏,笔记,苏谈,故事性,4,笔记小说,明
子藏,笔记,茅亭客话,故事性,3,笔记小说,宋
子藏,笔记,菽园杂记,故事性,7,笔记小说,明
子藏,笔记,萍洲可谈,故事性,2,笔记小说,宋
子藏,笔记,萤窗异草,故事性,10,笔记小说,清
子藏,笔记,萤窗清玩,故事性,13,笔记小说,清
子藏,笔记,董妃哀册,艺术文学,1,辞赋,清
子藏,笔记,蒙斋笔谈,故事性,1,笔记小说,宋
子藏,笔记,藏一话腴,故事性,2,笔记小说,宋
子藏,笔记,虞初新志,故事性,15,文言小说,清
子藏,笔记,虬髯客传,故事性,1,文言小说,隋唐
子藏,笔记,蚍蜉传,故事性,1,神话寓言,清
子藏,笔记,补张灵崔莹合传,故事性,1,文言小说,明
子藏,笔记,西京杂记,故事性,3,笔记小说,魏晋南北朝
子藏,笔记,西堂日记,故事性,1,笔记小说,明
子藏,笔记,西征随笔,故事性,3,笔记小说,清
子藏,笔记,西斋话记,故事性,2,笔记小说,宋
子藏,笔记,西湖佳话,故事性,10,话本拟话本,清
子藏,笔记,西湖小史,故事性,1,笔记小说,清
子藏,笔记,西湖杂记,故事性,1,笔记小说,明
子藏,笔记,西轩客谈,故事性,1,笔记小说,宋
子藏,笔记,觚不觚录,故事性,1,笔记小说,明
子藏,笔记,记事珠,故事性,3,笔记小说,隋唐
子藏,笔记,诚斋杂记,故事性,3,笔记小说,元
子藏,笔记,详刑公案,故事性,3,话本拟话本,明
子藏,笔记,说郛,故事性,601,笔记小说,元
子藏,笔记,谈渊,故事性,1,笔记小说,宋
子藏,笔记,谈美人,故事性,1,笔记小说,清
子藏,笔记,谈苑,故事性,3,笔记小说,宋
子藏,笔记,谈薮,故事性,1,笔记小说,魏晋南北朝
子藏,笔记,谈辂,故事性,1,笔记小说,明
子藏,笔记,谏书稀庵笔记,故事性,4,笔记小说,民国
子藏,笔记,谐噱录,故事性,2,笔记小说,隋唐
子藏,笔记,谐铎,故事性,12,笔记小说,清
子藏,笔记,谷山笔麈,故事性,17,笔记小说,明
子藏,笔记,贡愚录,故事性,1,笔记小说,清
子藏,笔记,贤博编,故事性,9,笔记小说,明
子藏,笔记,贤弈编,故事性,5,笔记小说,明
子藏,笔记,贤识录,故事性,1,笔记小说,明
子藏,笔记,贵耳集,故事性,4,笔记小说,宋
子藏,笔记,贾氏谭录,故事性,1,笔记小说,宋
子藏,笔记,赏心乐事,故事性,2,笔记小说,宋
子藏,笔记,赵飞燕别传,故事性,1,文言小说,宋
子藏,笔记,辍耕录,故事性,23,笔记小说,元
