藏,子分类,书名
集藏,四库别集,东莱集
集藏,四库别集,东观集
集藏,四库别集,东里文集
集藏,四库别集,东里集
集藏,四库别集,东野农歌集
集藏,四库别集,东雅堂昌黎集注
集藏,四库别集,两溪文集
集藏,四库别集,两谿文集
集藏,四库别集,中丞集
集藏,四库别集,中复堂选集
集藏,四库别集,中峰文选
集藏,四库别集,中庵集
集藏,四库别集,临安集
集藏,四库别集,临川文集
集藏,四库别集,临川集
集藏,四库别集,临臯文集
集藏,四库别集,丹渊集
集藏,四库别集,丹阳集
集藏,四库别集,丽则遗音
集藏,四库别集,义丰集
集藏,四库别集,乐全集
集藏,四库别集,乐圃余藁
集藏,四库别集,乐轩集
集藏,四库别集,乐静集
集藏,四库别集,乖崖集
集藏,四库别集,九华诗集
集藏,四库别集,九华集
集藏,四库别集,九家集注杜诗
集藏,四库别集,九灵山房集
集藏,四库别集,乾道稿淳熙稿章泉稿
集藏,四库别集,二妙集
集藏,四库别集,二希堂文集
集藏,四库别集,二曲集
集藏,四库别集,二薇亭诗集
集藏,四库别集,于忠肃集
集藏,四库别集,于湖集
集藏,四库别集,云台编
集藏,四库别集,云峯集
集藏,四库别集,云峰集
集藏,四库别集,云巢编
集藏,四库别集,云庄集（宋刘爚）
集藏,四库别集,云庄集（宋曾协）
集藏,四库别集,云村集
集藏,四库别集,云松巢集
集藏,四库别集,云林集（元贡奎）
集藏,四库别集,云林集（明危素）
集藏,四库别集,云泉诗
集藏,四库别集,云溪居士集
集藏,四库别集,云溪集
集藏,四库别集,云阳集
集藏,四库别集,五岳山人集
集藏,四库别集,五峰集（元李孝光）
集藏,四库别集,五峰集（宋胡宏）
集藏,四库别集,亦玉堂稿
集藏,四库别集,人境庐诗草
集藏,四库别集,仁山文集
集藏,四库别集,仰节堂集
集藏,四库别集,任文逸稿
集藏,四库别集,伊川击壤集
集藏,四库别集,伊滨集
集藏,四库别集,伐檀斋集
集藏,四库别集,伐檀集
集藏,四库别集,会心集
集藏,四库别集,会昌一品集
集藏,四库别集,传家集
集藏,四库别集,伯牙琴
集藏,四库别集,何大复先生集大复集
集藏,四库别集,何氏居庐集
集藏,四库别集,何水部集
集藏,四库别集,佩玉斋类稿
集藏,四库别集,佩韦斋集
集藏,四库别集,使署闲情
集藏,四库别集,侨吴集
集藏,四库别集,俟庵集
集藏,四库别集,俨山续集
集藏,四库别集,俨山集
集藏,四库别集,倚松诗集
集藏,四库别集,倪文僖集
集藏,四库别集,倪文贞集
集藏,四库别集,倪石陵书
集藏,四库别集,傅与砺诗文集
集藏,四库别集,储光羲诗集
集藏,四库别集,傲轩吟稿
集藏,四库别集,元丰类稿
集藏,四库别集,元宪集
集藏,四库别集,元氏长庆集
集藏,四库别集,元献遗文
集藏,四库别集,克斋集
集藏,四库别集,克斋集摘
集藏,四库别集,全室外集
集藏,四库别集,公是集
集藏,四库别集,六亭文选
集藏,四库别集,兰庭集
集藏,四库别集,兰皋集
集藏,四库别集,兰轩集
集藏,四库别集,具茨集
集藏,四库别集,养吾斋集
集藏,四库别集,养蒙文集
集藏,四库别集,兼济堂文集
集藏,四库别集,内简尺牍
集藏,四库别集,内自讼斋文选
集藏,四库别集,净德集
集藏,四库别集,凌忠介公集
集藏,四库别集,凌沧草
集藏,四库别集,几社壬申合稿
集藏,四库别集,凫藻集
集藏,四库别集,击壤集
集藏,四库别集,刍荛集
集藏,四库别集,刘宾客文集
集藏,四库别集,刘左史集
集藏,四库别集,刘彦昺集
集藏,四库别集,刘练江先生集
集藏,四库别集,刘蕺山集
集藏,四库别集,刘随州集
集藏,四库别集,刘鹗诗存
集藏,四库别集,则堂集
集藏,四库别集,初寮集
集藏,四库别集,刻中丞肖岩刘公遗稿
集藏,四库别集,剑南诗藁
集藏,四库别集,剑花室诗集
集藏,四库别集,剡源文集
集藏,四库别集,剩语
集藏,四库别集,勉斋集
集藏,四库别集,勤斋集
集藏,四库别集,勿斋集
集藏,四库别集,勿轩集
集藏,四库别集,北山集（宋程俱）
集藏,四库别集,北山集（宋郑刚中）
集藏,四库别集,北泉草堂遗稿
集藏,四库别集,北海集
集藏,四库别集,北游集
集藏,四库别集,北湖集
集藏,四库别集,北溪大全集北溪外集
集藏,四库别集,北磵集
集藏,四库别集,北郭园诗钞
集藏,四库别集,北郭集
集藏,四库别集,北郭集述古斋集
集藏,四库别集,医闾集
集藏,四库别集,升庵集
集藏,四库别集,午亭文编
集藏,四库别集,午溪集
集藏,四库别集,半崧集简编
集藏,四库别集,半江赵先生文集
集藏,四库别集,半轩集
集藏,四库别集,华亭百咏
集藏,四库别集,华影吹笙阁遗稿
集藏,四库别集,华泉集
集藏,四库别集,华阳集子非熊诗附
集藏,四库别集,华阳集（宋张纲）
集藏,四库别集,华阳集（宋王珪）
集藏,四库别集,南冠草
集藏,四库别集,南村诗集
集藏,四库别集,南涧甲乙稿
集藏,四库别集,南湖集（元贡性之）
集藏,四库别集,南湖集（宋张鎡）
集藏,四库别集,南轩集
集藏,四库别集,南邨诗集
集藏,四库别集,南阳集（宋赵湘）
集藏,四库别集,南阳集（宋韩维）
集藏,四库别集,卢升之集
集藏,四库别集,卢溪文集
集藏,四库别集,卷施阁文乙集
集藏,四库别集,卷施阁甲集
集藏,四库别集,参寥子诗集
集藏,四库别集,友林乙稿
集藏,四库别集,友石山人遗稿
集藏,四库别集,双江聂先生文集摘
集藏,四库别集,双溪类稿
集藏,四库别集,双溪醉隐集
集藏,四库别集,双溪集（宋苏籀）
集藏,四库别集,双溪集（明杭淮）
集藏,四库别集,叠山集
集藏,四库别集,古亷文集
集藏,四库别集,古城集
集藏,四库别集,古梅遗稿
集藏,四库别集,古欢堂集
集藏,四库别集,古灵集
集藏,四库别集,古穰集
集藏,四库别集,句曲外史集
集藏,四库别集,可传集
集藏,四库别集,可斋杂藁
集藏,四库别集,可闲老人集
集藏,四库别集,台湾诗荟杂文钞
集藏,四库别集,司空表圣文集
集藏,四库别集,后乐集
集藏,四库别集,后山集
集藏,四库别集,后村集
集藏,四库别集,后苏龛合集
集藏,四库别集,吕衡州集
集藏,四库别集,含中集
集藏,四库别集,吴文正集
集藏,四库别集,吴文肃公摘稿
集藏,四库别集,吴文肃摘稿
集藏,四库别集,吾吾类稿
集藏,四库别集,吾汶藁
集藏,四库别集,周元公集
集藏,四库别集,和靖集
集藏,四库别集,咏史诗
集藏,四库别集,咏物诗
集藏,四库别集,咸平集
集藏,四库别集,唐愚士诗
集藏,四库别集,唐英歌诗
集藏,四库别集,唐风集
集藏,四库别集,唯室集
集藏,四库别集,嘉树斋稿
集藏,四库别集,嘉祐集
集藏,四库别集,嘉禾百咏
集藏,四库别集,四六标准
集藏,四库别集,四如集
集藏,四库别集,四宜堂集
集藏,四库别集,四库辑本别集拾遗
集藏,四库别集,四明文献集
集藏,四库别集,四溟集
集藏,四库别集,因园集
集藏,四库别集,国琛集
集藏,四库别集,国秀集
集藏,四库别集,圣祖仁皇帝御制文集
集藏,四库别集,在轩集
集藏,四库别集,圭塘小稿
集藏,四库别集,圭塘小藁
集藏,四库别集,圭峯集
集藏,四库别集,圭峰集
集藏,四库别集,圭斋文集
集藏,四库别集,墙东类稿
集藏,四库别集,壬辰四友二老诗赞
集藏,四库别集,壶山四六
集藏,四库别集,备忘集
集藏,四库别集,复古诗集
集藏,四库别集,夏完淳诗词曲赋
集藏,四库别集,大全集
集藏,四库别集,大声集
集藏,四库别集,大复集
集藏,四库别集,大隐居士诗集
集藏,四库别集,大隐集
集藏,四库别集,天全堂集
集藏,四库别集,天台林公辅先生文集
集藏,四库别集,天籁集
集藏,四库别集,天马山房遗稿
集藏,四库别集,太仓稊米集
集藏,四库别集,太师诚意伯刘公文集
集藏,四库别集,太白山人漫稿
集藏,四库别集,太白山人漫藁
集藏,四库别集,夷白斋稿
集藏,四库别集,夹漈遗稿
集藏,四库别集,始丰稿
集藏,四库别集,姑溪居士前集
集藏,四库别集,姚少监诗集
集藏,四库别集,姚际恒文集
集藏,四库别集,娑罗馆清言
集藏,四库别集,媚幽阁文娱
集藏,四库别集,子渊诗集
集藏,四库别集,孔北海集
集藏,四库别集,字溪集
集藏,四库别集,存复斋文集
集藏,四库别集,存家诗稿
集藏,四库别集,存悔斋稿
集藏,四库别集,存研楼文集
集藏,四库别集,存雅堂遗稿
集藏,四库别集,孙可之集
集藏,四库别集,孙明复小集
集藏,四库别集,孝诗
集藏,四库别集,孟东野诗集
集藏,四库别集,孟浩然集
集藏,四库别集,学余堂文集学余堂诗集学余堂外集
集藏,四库别集,学古绪言
集藏,四库别集,学易集
集藏,四库别集,学言稿
集藏,四库别集,学言诗稿
集藏,四库别集,宁极斋稿慎独叟遗稿
集藏,四库别集,宁澹居文集
集藏,四库别集,安岳集
集藏,四库别集,安晚堂集
集藏,四库别集,安阳集
集藏,四库别集,安雅堂集
集藏,四库别集,宋布衣集
集藏,四库别集,宋景濂先生未刻集
集藏,四库别集,宋景濂未刻集
集藏,四库别集,宗伯集
集藏,四库别集,宗子相集
集藏,四库别集,宗忠简集
集藏,四库别集,宗玄集
集藏,四库别集,定宇集
集藏,四库别集,定山集
集藏,四库别集,定川遗书
集藏,四库别集,定庵类稿
集藏,四库别集,定斋集
集藏,四库别集,宛陵集
集藏,四库别集,宝晋英光集
集藏,四库别集,客亭类稿
集藏,四库别集,宣宗皇帝御制诗
集藏,四库别集,宫教集
集藏,四库别集,家藏集
集藏,四库别集,容台文集
集藏,四库别集,容台集
集藏,四库别集,容春堂别集
集藏,四库别集,容春堂前集
集藏,四库别集,容春堂后集
集藏,四库别集,容春堂续集
集藏,四库别集,容春堂集
集藏,四库别集,宻庵集
集藏,四库别集,寄秋轩吟草
集藏,四库别集,寄鹤斋选集
集藏,四库别集,富山遗稿
集藏,四库别集,寒山诗集
集藏,四库别集,寒松堂全集
集藏,四库别集,寒松阁集
集藏,四库别集,对山集
集藏,四库别集,尊白堂集
集藏,四库别集,小亨集
集藏,四库别集,小山类稿
集藏,四库别集,小畜集
集藏,四库别集,小辨斋偶存
集藏,四库别集,小鸣稿
集藏,四库别集,少墟集
集藏,四库别集,少室山房集
集藏,四库别集,少村漫稿
集藏,四库别集,少谷集
集藏,四库别集,少阳集
集藏,四库别集,尚防斋集
集藏,四库别集,尧峰文钞
集藏,四库别集,居竹轩诗集
集藏,四库别集,屏山集
集藏,四库别集,屏岩小稿
集藏,四库别集,履斋遗稿
集藏,四库别集,山房集
集藏,四库别集,山斋文集
集藏,四库别集,山村遗集
集藏,四库别集,山海漫谈
集藏,四库别集,山窗余稿
集藏,四库别集,山窻余稿
集藏,四库别集,山谷内集山谷外集山谷别集山谷词山谷简尺山谷年谱
集藏,四库别集,山谷内集诗注山谷外集诗注山谷别集诗注
集藏,四库别集,岘泉集
集藏,四库别集,岛噫诗
集藏,四库别集,岭云海日楼诗钞
集藏,四库别集,岳武穆遗文
集藏,四库别集,崇相集选录
集藏,四库别集,崔东洲集
集藏,四库别集,崧庵集
集藏,四库别集,嵇中散集
集藏,四库别集,嵩山集
集藏,四库别集,左忠毅公集
集藏,四库别集,左思全集
集藏,四库别集,己亥杂诗
集藏,四库别集,巴西集
集藏,四库别集,巽斋文集
集藏,四库别集,巽隐集
集藏,四库别集,师山集
集藏,四库别集,希澹园诗集
集藏,四库别集,常建诗
集藏,四库别集,幔亭集
集藏,四库别集,平斋集
集藏,四库别集,平桥稿
集藏,四库别集,平桥藁
集藏,四库别集,广成集
集藏,四库别集,广陵集
集藏,四库别集,庄渠遗书
集藏,四库别集,庄简集
集藏,四库别集,庄靖先生遗集
集藏,四库别集,庄靖集
集藏,四库别集,庆湖遗老诗集
集藏,四库别集,庆芝堂集
集藏,四库别集,庐山集英溪集
集藏,四库别集,应斋杂著
集藏,四库别集,康对山集
集藏,四库别集,康斋集
集藏,四库别集,康范诗集
集藏,四库别集,庸庵集
集藏,四库别集,庸斋集
集藏,四库别集,庾子山集
集藏,四库别集,庾开府集笺注
集藏,四库别集,建康集
集藏,四库别集,弁山小隐吟录
集藏,四库别集,弇州四部稿
集藏,四库别集,弇州山人文抄
集藏,四库别集,弇州续稿
集藏,四库别集,张乖崖集
集藏,四库别集,张司业集
集藏,四库别集,张大家兰雪集
集藏,四库别集,张庄僖文集
集藏,四库别集,张忠敏公遗集
集藏,四库别集,张文端公诗选
集藏,四库别集,张文贞集
集藏,四库别集,张氏拙轩集
集藏,四库别集,张燕公集
集藏,四库别集,张苍水诗文集
集藏,四库别集,张龙湖先生文集
集藏,四库别集,强斋集
集藏,四库别集,归先生文集
集藏,四库别集,归田稿
集藏,四库别集,归田类稿
集藏,四库别集,彝斋文编
集藏,四库别集,彭城集
集藏,四库别集,彭惠安集
集藏,四库别集,徂徕集
集藏,四库别集,待制集
集藏,四库别集,徐孝穆集笺注
集藏,四库别集,徐文长先生佚稿
集藏,四库别集,徐文长文集
集藏,四库别集,徐正字诗赋
集藏,四库别集,御制乐善堂全集定本
集藏,四库别集,御制文集
集藏,四库别集,御制诗集
集藏,四库别集,徧行堂集
集藏,四库别集,心泉学诗稿
集藏,四库别集,忠义集
集藏,四库别集,忠介烬余集
集藏,四库别集,忠惠集
集藏,四库别集,忠愍集（宋李若水）
集藏,四库别集,忠愍集（宋防准）
集藏,四库别集,忠正德文集
集藏,四库别集,忠穆集
集藏,四库别集,忠肃集（宋傅察）
集藏,四库别集,忠肃集（宋刘挚）
集藏,四库别集,忠肃集（明于谦）
集藏,四库别集,忠肃集（明卢象升）
集藏,四库别集,忠靖集
集藏,四库别集,念庵文集
集藏,四库别集,怀星堂集
集藏,四库别集,怀清堂集
集藏,四库别集,怀麓堂集
集藏,四库别集,思怜诗
集藏,四库别集,性善堂稿
集藏,四库别集,性情集
集藏,四库别集,恕谷后集
集藏,四库别集,惟实集
集藏,四库别集,愚庵小集
集藏,四库别集,愚谷集
集藏,四库别集,愿学集
集藏,四库别集,慈湖遗书
集藏,四库别集,慧珠阁诗
集藏,四库别集,懋斋诗钞
集藏,四库别集,戚继光集
集藏,四库别集,所安遗集
集藏,四库别集,才调集
集藏,四库别集,扬子云集
集藏,四库别集,承庵先生集
集藏,四库别集,抑庵文集
集藏,四库别集,抱犊山房集
集藏,四库别集,拙斋文集
集藏,四库别集,拙轩集
集藏,四库别集,揭傒斯全集
集藏,四库别集,摛文堂集
集藏,四库别集,攻媿集
集藏,四库别集,放翁诗选
集藏,四库别集,效颦集
集藏,四库别集,敝帚稿畧
集藏,四库别集,敝箧集
集藏,四库别集,散原精舍诗集
集藏,四库别集,敬业堂诗集
集藏,四库别集,敬轩文集
集藏,四库别集,整庵存稿
集藏,四库别集,文信国集杜诗
集藏,四库别集,文同诗集
集藏,四库别集,文安集
集藏,四库别集,文定集
集藏,四库别集,文宪集
集藏,四库别集,文山集
集藏,四库别集,文庄集
集藏,四库别集,文忠集（元王结）
集藏,四库别集,文忠集（宋周必大）
集藏,四库别集,文忠集（宋欧阳修）
集藏,四库别集,文忠集（明范景文）
集藏,四库别集,文恭集
集藏,四库别集,文敏集
集藏,四库别集,文木山房集
集藏,四库别集,文毅集
集藏,四库别集,文泉子集
集藏,四库别集,文溪集
集藏,四库别集,文献集
集藏,四库别集,文端集
集藏,四库别集,文简集
集藏,四库别集,文薮
集藏,四库别集,斋诗存
集藏,四库别集,斐然集
集藏,四库别集,斗南老人集
集藏,四库别集,新锲宗先生子相文集
集藏,四库别集,方壶存稿
集藏,四库别集,方山先生文录
集藏,四库别集,方斋存稿
集藏,四库别集,方是闲居士小稿
集藏,四库别集,方泉诗集
集藏,四库别集,方洲集
集藏,四库别集,方简肃文集
集藏,四库别集,方舟集
集藏,四库别集,方麓集
集藏,四库别集,施注苏诗
集藏,四库别集,无为集
集藏,四库别集,无闷草堂诗存
集藏,四库别集,日涉园集
集藏,四库别集,旴江集
集藏,四库别集,旴江集年谱外集
集藏,四库别集,昌谷集（唐李贺）
集藏,四库别集,昌谷集（宋曹彦约）
集藏,四库别集,明七子诗选注
集藏,四库别集,明太祖文集
集藏,四库别集,易斋集
集藏,四库别集,春卿遗稿
集藏,四库别集,春草斋集
集藏,四库别集,昭明太子集
集藏,四库别集,晞发集晞发遗集天地间集西台恸哭记注冬青树引注
集藏,四库别集,晦庵集
集藏,四库别集,景文集
集藏,四库别集,景迂生集
集藏,四库别集,曝书亭集
集藏,四库别集,曲江集
集藏,四库别集,曲阜集
集藏,四库别集,更生斋文集
集藏,四库别集,曹子建文集
集藏,四库别集,曹子建集
集藏,四库别集,曹文贞公诗集
集藏,四库别集,曹月川集
集藏,四库别集,曹祠部集附曹唐诗
集藏,四库别集,月屋漫稿
集藏,四库别集,月洞吟
集藏,四库别集,望云集
集藏,四库别集,望溪集
集藏,四库别集,未轩文集
集藏,四库别集,本堂集
集藏,四库别集,朱元璋御制文集
集藏,四库别集,朱枫林集
集藏,四库别集,朱柏庐诗文选
集藏,四库别集,朱舜水文选
集藏,四库别集,权文公集
集藏,四库别集,李义山文集笺注
集藏,四库别集,李义山诗集
集藏,四库别集,李义山诗集注
集藏,四库别集,李元宾文编
集藏,四库别集,李北海集
集藏,四库别集,李太白文集
集藏,四库别集,李太白诗集注
集藏,四库别集,李太白集
集藏,四库别集,李太白集分类补注
集藏,四库别集,李太白集注
集藏,四库别集,李文公集
集藏,四库别集,李文节集
集藏,四库别集,李温陵集
集藏,四库别集,李群玉诗集
集藏,四库别集,李贺集
集藏,四库别集,李遐叔文集
集藏,四库别集,李铁君文钞
集藏,四库别集,杏庭摘稿
集藏,四库别集,杜诗攟
集藏,四库别集,杜诗详注
集藏,四库别集,来鹤亭诗
集藏,四库别集,来鹤亭集
集藏,四库别集,杨仲弘集
集藏,四库别集,杨升庵集
集藏,四库别集,杨忠介集
集藏,四库别集,杨忠愍集
集藏,四库别集,杨文敏集
集藏,四库别集,杨维桢集
集藏,四库别集,杼山集
集藏,四库别集,松乡集
集藏,四库别集,松桂堂全集
集藏,四库别集,松泉集
集藏,四库别集,松隐集
集藏,四库别集,松雪斋集
集藏,四库别集,极玄集
集藏,四库别集,林和靖集
集藏,四库别集,林外野言
集藏,四库别集,林忠宣公全集
集藏,四库别集,林登州集
集藏,四库别集,林纾文选
集藏,四库别集,林蕙堂全集
集藏,四库别集,果堂集
集藏,四库别集,枫山集
集藏,四库别集,柏斋集
集藏,四库别集,柘轩集
集藏,四库别集,柯山集
集藏,四库别集,柳塘外集
集藏,四库别集,柳如是集
集藏,四库别集,柳宗元集
集藏,四库别集,柳河东集
集藏,四库别集,柳河东集注
集藏,四库别集,栟榈集
集藏,四库别集,栲栳山人诗集
集藏,四库别集,格斋四六
集藏,四库别集,栾城集
集藏,四库别集,桂隐文集桂隐诗集
集藏,四库别集,桐山老农集
集藏,四库别集,桐江续集
集藏,四库别集,桧亭集
集藏,四库别集,梁园寓稿
集藏,四库别集,梁谿遗稿
集藏,四库别集,梁谿集
集藏,四库别集,梅屋集
集藏,四库别集,梅山续藁
集藏,四库别集,梅岩文集
集藏,四库别集,梅村集
集藏,四库别集,梅溪集
集藏,四库别集,梅花字字香
集藏,四库别集,梅花道人遗墨
集藏,四库别集,梦月轩诗钞
集藏,四库别集,梦泽集
集藏,四库别集,梦观集
集藏,四库别集,梦鹤轩楳澥诗钞
集藏,四库别集,梧冈集
集藏,四库别集,梧溪集
集藏,四库别集,棣华馆小集
集藏,四库别集,椒邱文集
集藏,四库别集,楳埜集
集藏,四库别集,楼居杂著
集藏,四库别集,楼居杂著野航诗稿野航文稿野航附录
集藏,四库别集,榕村集
集藏,四库别集,榘庵集
集藏,四库别集,槎翁诗集
集藏,四库别集,槐野先生存笥稿
集藏,四库别集,樊川文集
集藏,四库别集,樊榭山房集
集藏,四库别集,樗庵类稿
集藏,四库别集,樗庵类藁
集藏,四库别集,樗隐集
集藏,四库别集,樗隠集
集藏,四库别集,横塘集
集藏,四库别集,横浦集
集藏,四库别集,樵云独唱
集藏,四库别集,橘山四六
集藏,四库别集,檀园集
集藏,四库别集,檆溪居士集
集藏,四库别集,次山集
集藏,四库别集,欧阳修撰集
集藏,四库别集,欧阳修集
集藏,四库别集,欧阳南野先生文集摘
集藏,四库别集,欧阳文粹
集藏,四库别集,欧阳行周文集
集藏,四库别集,止堂集
集藏,四库别集,止山集
集藏,四库别集,止山集南行集东游集北观集山中集
集藏,四库别集,止斋集
集藏,四库别集,此山诗集
集藏,四库别集,武功集
集藏,四库别集,武夷新集
集藏,四库别集,武溪集
集藏,四库别集,武穆文集
集藏,四库别集,段正元文集
集藏,四库别集,毅斋诗文集
集藏,四库别集,毅斋集
集藏,四库别集,毘陵集（唐独孤及）
集藏,四库别集,毘陵集（宋张守）
集藏,四库别集,水云村稿
集藏,四库别集,水心集
集藏,四库别集,汉滨集
集藏,四库别集,汉魏六朝百三家集张华集
集藏,四库别集,汉魏六朝百三家集杜预集
集藏,四库别集,汉魏六朝百三家集束晢集
集藏,四库别集,江文通集
集藏,四库别集,江月松风集
集藏,四库别集,江湖长翁集
集藏,四库别集,汤子遗书
集藏,四库别集,汲古堂集
集藏,四库别集,沈下贤集
集藏,四库别集,沈阳百咏
集藏,四库别集,沙溪集
集藏,四库别集,沧洲尘缶编
集藏,四库别集,沧浪集
集藏,四库别集,沧海遗民剩稿
集藏,四库别集,沧溟集
集藏,四库别集,沧螺集
集藏,四库别集,河东集
集藏,四库别集,河南集
集藏,四库别集,泉翁大全集
集藏,四库别集,泊庵集
集藏,四库别集,泠然斋诗集
集藏,四库别集,泰泉集
集藏,四库别集,泾皋藏稿
集藏,四库别集,泾臯藏稿
集藏,四库别集,洞麓堂集
集藏,四库别集,洪龟父集
集藏,四库别集,洹词
集藏,四库别集,洺水集
集藏,四库别集,济公诗词
集藏,四库别集,济南集
集藏,四库别集,浣川集
集藏,四库别集,浣花集
集藏,四库别集,浪语集
集藏,四库别集,浮山集
集藏,四库别集,浮沚集
集藏,四库别集,浮溪文粹
集藏,四库别集,浮溪集
集藏,四库别集,浴鹤庵诗集
集藏,四库别集,海叟集
集藏,四库别集,海壑吟稿
集藏,四库别集,海忠介公全集
集藏,四库别集,海忠介公集
集藏,四库别集,海桑文集
集藏,四库别集,海桑集
集藏,四库别集,海陵集
集藏,四库别集,海雪堂峤雅集
集藏,四库别集,涉斋集
集藏,四库别集,涧泉集
集藏,四库别集,淇园编
集藏,四库别集,淡然轩集
集藏,四库别集,淮海集
集藏,四库别集,淮阳集
集藏,四库别集,清容居士集
集藏,四库别集,清惠集
集藏,四库别集,清正存稿
集藏,四库别集,清江诗集清江文集
集藏,四库别集,清江贝先生诗集
集藏,四库别集,清献集（宋杜范）
集藏,四库别集,清献集（宋赵抃）
集藏,四库别集,清苑斋诗集
集藏,四库别集,清閟阁全集
集藏,四库别集,清风亭稿
集藏,四库别集,渊颖集
集藏,四库别集,渔墅类稿
集藏,四库别集,温恭毅集
集藏,四库别集,渭南文集放翁逸稿
集藏,四库别集,游廌山集
集藏,四库别集,渼陂集
集藏,四库别集,湄丘集
集藏,四库别集,湖山类稿水云集
集藏,四库别集,湖山集
集藏,四库别集,湖舫诗
集藏,四库别集,湛园集
集藏,四库别集,湛渊集
集藏,四库别集,湛然居士文集
集藏,四库别集,湛然居士集
集藏,四库别集,溪堂集
集藏,四库别集,滋溪文稿
集藏,四库别集,滏水集
集藏,四库别集,滦京杂咏
集藏,四库别集,滹南遗老集
集藏,四库别集,滹南集
集藏,四库别集,演司空表圣诗品二十四首
集藏,四库别集,演山集
集藏,四库别集,漫塘集
集藏,四库别集,潏水集
集藏,四库别集,潘黄门集
集藏,四库别集,潜山集
集藏,四库别集,潜斋集铁牛翁遗稿
集藏,四库别集,潞公文集
集藏,四库别集,澹庵文集
集藏,四库别集,澹斋集
集藏,四库别集,澹轩集
集藏,四库别集,灊山集
集藏,四库别集,灌园集
集藏,四库别集,灵岩集
集藏,四库别集,烛湖集
集藏,四库别集,烛湖集附编
集藏,四库别集,焚书
集藏,四库别集,熊峰集
集藏,四库别集,燕堂诗稿
集藏,四库别集,燕游吟
集藏,四库别集,燕石集
集藏,四库别集,爱吟草
集藏,四库别集,牟氏陵阳集
集藏,四库别集,牧庵集
集藏,四库别集,牧斋初学集
集藏,四库别集,牧斋有学集
集藏,四库别集,牧潜集
集藏,四库别集,独醉亭集
集藏,四库别集,玄英集
集藏,四库别集,玉井樵唱
集藏,四库别集,玉山璞稿
集藏,四库别集,玉斗山人集
集藏,四库别集,玉楮集
集藏,四库别集,玉笥集（元张宪）
集藏,四库别集,玉笥集（明邓雅）
集藏,四库别集,王司马集
集藏,四库别集,王子安集
集藏,四库别集,王常宗集
集藏,四库别集,王忠文集
集藏,四库别集,王惺所集
集藏,四库别集,王文成全书
集藏,四库别集,王文端公集
集藏,四库别集,王梵志诗
集藏,四库别集,王氏绿野堂遗编
集藏,四库别集,王肃敏公集
集藏,四库别集,王舍人诗集
集藏,四库别集,王舎人诗集
集藏,四库别集,王著作集
集藏,四库别集,王魏公集
集藏,四库别集,玩斋集
集藏,四库别集,环谷集
集藏,四库别集,瑶峰集
集藏,四库别集,瑶溪集
集藏,四库别集,瑶石山人稿
集藏,四库别集,璇矶图
集藏,四库别集,瓜庐集
集藏,四库别集,瓢泉吟稿
集藏,四库别集,甘泉先生续编大全
集藏,四库别集,甫田集
集藏,四库别集,甫里集
集藏,四库别集,申忠愍诗集
集藏,四库别集,申斋集
集藏,四库别集,电白集
集藏,四库别集,画墁集
集藏,四库别集,畏斋集
集藏,四库别集,留计东归赠言
集藏,四库别集,畦乐诗集
集藏,四库别集,疑雨集
集藏,四库别集,白云樵唱集
集藏,四库别集,白云稿
集藏,四库别集,白云集（元许谦）
集藏,四库别集,白云集（元释英）
集藏,四库别集,白云集（明唐桂芳）
集藏,四库别集,白华楼藏稿
集藏,四库别集,白氏长庆集
集藏,四库别集,白石山房逸稿
集藏,四库别集,白石山房逸藁
集藏,四库别集,白石诗集
集藏,四库别集,白石道人诗集
集藏,四库别集,白苏斋类集
集藏,四库别集,白莲集
集藏,四库别集,白谷集
集藏,四库别集,白香山诗集
集藏,四库别集,百正集
集藏,四库别集,百花扇序
集藏,四库别集,皇甫司勳集
集藏,四库别集,皇甫少玄集皇甫少玄外集
集藏,四库别集,皇甫持正集
集藏,四库别集,盈川集
集藏,四库别集,盘洲文集
集藏,四库别集,相山集
集藏,四库别集,省愆集
集藏,四库别集,省斋集
集藏,四库别集,眉山集
集藏,四库别集,眉庵集
集藏,四库别集,真山民集
集藏,四库别集,知稼翁集
集藏,四库别集,知非堂稿
集藏,四库别集,矩山存稿
集藏,四库别集,矫亭存稿
集藏,四库别集,石初集
集藏,四库别集,石屏诗集
集藏,四库别集,石桐先生诗钞
集藏,四库别集,石洞集
集藏,四库别集,石湖诗集
集藏,四库别集,石田文集
集藏,四库别集,石田诗选
集藏,四库别集,石门文字禅
集藏,四库别集,石门集
集藏,四库别集,石隐园藏稿
集藏,四库别集,碧梧玩芳集
集藏,四库别集,礼部集
集藏,四库别集,祖英集
集藏,四库别集,祠部集
集藏,四库别集,禅月集
集藏,四库别集,秋堂集
集藏,四库别集,秋声集（元黄镇成）
集藏,四库别集,秋声集（宋卫宗武）
集藏,四库别集,秋岩诗集
集藏,四库别集,秋崖集
集藏,四库别集,秋涧集
集藏,四库别集,积斋集
集藏,四库别集,稼村类藁
集藏,四库别集,穆参军集
集藏,四库别集,空同集
集藏,四库别集,窥园留草
集藏,四库别集,立斋遗文
集藏,四库别集,端平诗隽
集藏,四库别集,端明集
集藏,四库别集,竹友集
集藏,四库别集,竹屋痴语
集藏,四库别集,竹岩集
集藏,四库别集,竹斋诗集
集藏,四库别集,竹斋集
集藏,四库别集,竹洲集
集藏,四库别集,竹涧集
集藏,四库别集,竹溪鬳斋十一藁续集
集藏,四库别集,竹素山房诗集
